Record_type,LIN,SUBLIN,NSN,PBIC,TAC,ERC,ECS,UIC,NSN Nomenclature,REQ,AUTH,OH,DI,DOCUMENT NO,SC,ESD,UI,UP,RICC,ECC,LCC,CIIC,AAC,ABA,SER|DETECT SN|REG|LOT|SYS NO
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81Q88V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81Q98V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81R68V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81R78V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81R88V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81R98V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81S68V1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WPYRAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,81S78V1|~|~|~|~
S,70210N,,702101D010574,8,3,,,WQSRT0,"COMPUTER, LAPTOP: DELL LATITUDE E6420XFR",0,5,1,0,,,,EA,3050.99,0,JY,R,U,,2,7B7CSS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WQSRT0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,4,0,,,,EA,3616.49,0,JY,R,U,,2,1742NS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WQSRT0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,1745NS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WQSRT0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,1774NS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WQSRT0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,1781NS1|~|~|~|~
S,70210N,,702101C096687,8,3,,,WQSTAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: MAC",0,3,3,0,,,,EA,2758,0,JY,R,U,,2,W88200EPYP3|~|~|~|~
S,70210N,,702101C096687,8,3,,,WQSTAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: MAC",0,0,0,0,,,,EA,2758,0,JY,R,U,,2,W88200QRYP3|~|~|~|~
S,70210N,,702101C096687,8,3,,,WQSTAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: MAC",0,0,0,0,,,,EA,2758,0,JY,R,U,,2,W88200REYP3|~|~|~|~
S,70210N,,7010015627989,8,9,,,WVBDC1,"COMPUTER SYSTEM,DIGITAL",0,2,2,0,,,,EA,1102.23,0,JY,R,U,,2,F5HBKH1|~|~|~|~
S,70210N,,7010015627989,8,9,,,WVBDC1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,FLGBKH1|~|~|~|~
S,70210N,,7010015006979,8,3,,,WY0CAA,"COMPUTER SYSTEM,DIGITAL",0,2,2,0,,,,EA,1827.15,0,JY,R,U,,2,F8H93L1|~|~|~|~
S,70210N,,7010015006979,8,3,,,WY0CAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,JHBJ1L1|~|~|~|~
S,70210N,,701001C913047,8,3,,,WY1SAA,DELL LATITUDE E6430 LAPTOP,0,6,6,0,,,,EA,1527,0,JY,R,U,,2,D7D4Q22|~|~|~|~
S,70210N,,701001C913047,8,3,,,WY1SAA,DELL LATITUDE E6430 LAPTOP,0,0,0,0,,,,EA,1527,0,JY,R,U,,2,D7D5Q22|~|~|~|~
S,70210N,,701001C913047,8,3,,,WY1SAA,DELL LATITUDE E6430 LAPTOP,0,0,0,0,,,,EA,1527,0,JY,R,U,,2,D7F2Q22|~|~|~|~
S,70210N,,701001C913047,8,3,,,WY1SAA,DELL LATITUDE E6430 LAPTOP,0,0,0,0,,,,EA,1527,0,JY,R,U,,2,D7F3Q22|~|~|~|~
S,70210N,,701001C913047,8,3,,,WY1SAA,DELL LATITUDE E6430 LAPTOP,0,0,0,0,,,,EA,1527,0,JY,R,U,,2,D7F4Q22|~|~|~|~
S,70210N,,701001C913047,8,3,,,WY1SAA,DELL LATITUDE E6430 LAPTOP,0,0,0,0,,,,EA,1527,0,JY,R,U,,2,D7F5Q22|~|~|~|~
S,70210N,,702101D010574,8,3,,,WY23T0,"COMPUTER, LAPTOP: DELL LATITUDE E6420XFR",0,5,1,0,,,,EA,3050.99,0,JY,R,U,,2,9B7CSS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WY23T0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,4,0,,,,EA,3616.49,0,JY,R,U,,2,1754NS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WY23T0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,17B1NS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WY23T0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,17B3NS1|~|~|~|~
S,70210N,,702101X001675,8,3,,,WY23T0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: E64",0,0,0,0,,,,EA,3616.49,0,JY,R,U,,2,17F1NS1|~|~|~|~
S,C18641,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,1,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8212ZZ4207|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,10,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8018ZZ0373|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8029ZZ4379|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8049ZZ6154|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8079ZZ9938|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8081ZZ0342|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8224ZZ5317|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG8284ZZ1372|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG9013ZZ2379|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG9013ZZ2387|~|~|~|~
S,C27963,70210N,701001C034617,8,1,A,,WPLMT0,COMPUTER:LAPTOP GOBOOK VR-1 SEMI-RUGGED,0,0,0,0,,,,EA,3003.24,0,KJ,R,U,,2,ZZGEG9013ZZ2395|~|~|~|~
S,Z39781,70210N,5895015404543,8,1,A,,WPK8T0,"COMPUTER,LAPTOP",0,0,1,0,,,,EA,2011,0,JY,R,7,,2,D7BL1J1|~|~|~|~
S,Z39781,70210N,7010015847666,8,1,A,,WPK8T0,"COMPUTER SYSTEM,DIGITAL",0,0,4,0,,,,EA,899,0,JY,R,U,,2,94VVQL1|~|~|~|~
S,Z39781,70210N,7010015847666,8,1,A,,WPK8T0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,899,0,JY,R,U,,2,94WTQL1|~|~|~|~
S,Z39781,70210N,7010015847666,8,1,A,,WPK8T0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,899,0,JY,R,U,,2,94WWQL1|~|~|~|~
S,Z39781,70210N,7010015847666,8,1,A,,WPK8T0,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,899,0,JY,R,U,,2,94XTQL1|~|~|~|~
S,Z39781,70210N,7010015006979,8,1,A,,WPLET0,"COMPUTER SYSTEM,DIGITAL",0,0,1,0,,,,EA,1827.15,0,JY,R,U,,2,8PDJ1L1|~|~|~|~
S,Z39781,70210N,702101C105255,8,1,A,,WPLET0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,2,0,,,,EA,2000,0,JY,R,U,,2,3X1J1L1|~|~|~|~
S,Z39781,70210N,702101C105255,8,1,A,,WPLET0,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,9WVDRL1|~|~|~|~
S,70209N,,701001C923454,9,3,,,W79CAA,COMPUTER WORKSTATION: DELL WYSE D10D,0,6,6,0,,,,EA,306,0,JX,R,U,,2,8630N973043|~|~|~|~
S,70209N,,701001C923454,9,3,,,W79CAA,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N973871|~|~|~|~
S,70209N,,701001C923454,9,3,,,W79CAA,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N973872|~|~|~|~
S,70209N,,701001C923454,9,3,,,W79CAA,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N973873|~|~|~|~
S,70209N,,701001C923454,9,3,,,W79CAA,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N973876|~|~|~|~
S,70209N,,701001C923454,9,3,,,W79CAA,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N973878|~|~|~|~
S,70209N,,702101C058486,9,3,,,W7MCAA,"COMPUTER, PERSONAL WORKSTATION: EON E90",0,1,1,0,,,,EA,395.67,0,JY,R,U,,2,7045B019D|~|~|~|~
S,70209N,,702501C031606,9,3,,,W84VAA,"COMPUTER, PERSONAL WORKSTATION: EVO HP C",0,1,1,0,,,,EA,1300,0,KJ,R,U,,2,6X2A-KN8Z-8167|~|~|~|~
S,70209N,FJ4256,704201C148514,9,3,,,W882AA,MINITOWER COMPUTER: 780 OPTIPLEX,0,4,4,0,,,,EA,625.79,0,JY,R,U,,2,7LZ7WN1|~|~|~|~
S,70209N,FJ4256,704201C148514,9,3,,,W882AA,MINITOWER COMPUTER: 780 OPTIPLEX,0,0,0,0,,,,EA,625.79,0,JY,R,U,,2,8LZ7WN1|~|~|~|~
S,70209N,FJ4256,704201C148514,9,3,,,W882AA,MINITOWER COMPUTER: 780 OPTIPLEX,0,0,0,0,,,,EA,625.79,0,JY,R,U,,2,9LZ7WN1|~|~|~|~
S,70209N,FJ4256,704201C148514,9,3,,,W882AA,MINITOWER COMPUTER: 780 OPTIPLEX,0,0,0,0,,,,EA,625.79,0,JY,R,U,,2,BLZ7WN1|~|~|~|~
S,70209N,,702101C077292,9,3,,,W8BT8E,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,2,2,0,,,,EA,962.59,0,JY,R,U,,2,12QYV61|~|~|~|~
S,70209N,,702101C077292,9,3,,,W8BT8E,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,962.59,0,JY,R,U,,2,9J7YV61|~|~|~|~
S,70209N,,702101C077292,9,3,,,W8BT8G,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,3,1,0,,,,EA,962.59,0,JY,R,U,,2,3T6YV61|~|~|~|~
S,70209N,,702101C134004,9,3,,,W8BT8G,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,2,0,,,,EA,544,0,JY,R,U,,2,5R2J5M1|~|~|~|~
S,70209N,,702101C134004,9,3,,,W8BT8G,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,544,0,JY,R,U,,2,HQ2J5M1|~|~|~|~
S,70209N,,701001C101326,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: PRECISIO",0,48,2,0,,,,EA,10000,0,JY,R,U,,2,HP7RSJ1|~|~|~|~
S,70209N,,701001C101326,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: PRECISIO",0,0,0,0,,,,EA,10000,0,JY,R,U,,2,JP7RSJ1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,1,0,,,,EA,873.69,0,JY,R,U,,2,28ZBBK1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,7,0,,,,EA,969.14,0,JY,R,U,,2,36NK7V1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,0,0,,,,EA,969.14,0,JY,R,U,,2,36NN7V1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,0,0,,,,EA,969.14,0,JY,R,U,,2,36NP7V1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,0,0,,,,EA,969.14,0,JY,R,U,,2,36NR7V1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,0,0,,,,EA,969.14,0,JY,R,U,,2,36P77V1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,0,0,,,,EA,969.14,0,JY,R,U,,2,36P87V1|~|~|~|~
S,70209N,,701001C160616,9,3,,,W8BTA1,"COMPUTER, WORKSTATION  OPTIPLEX 990",0,0,0,0,,,,EA,969.14,0,JY,R,U,,2,36PB7V1|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,10,0,,,,EA,306,0,JX,R,U,,2,8630N974386|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974388|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974389|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974392|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974393|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974394|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974395|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974396|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974397|~|~|~|~
S,70209N,,701001C923454,9,3,,,W8BTA1,COMPUTER WORKSTATION: DELL WYSE D10D,0,0,0,0,,,,EA,306,0,JX,R,U,,2,8630N974790|~|~|~|~
S,70209N,,7021015652739,9,3,,,W8BTA1,"COMPUTER,DIGITAL",0,0,3,0,,,,EA,2000,0,JY,R,U,,2,3GT7MD1|~|~|~|~
S,70209N,,7021015652739,9,3,,,W8BTA1,"COMPUTER,DIGITAL",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,DFT7MD1|~|~|~|~
S,70209N,,7021015652739,9,3,,,W8BTA1,"COMPUTER,DIGITAL",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,HFT7MD1|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,9,0,,,,EA,619.99,0,XF,R,U,,2,32LT251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,4NZ4P31|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,6HLT251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,6SLT251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,6T7W251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,8HJT251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,9X7W251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,DHLT251|~|~|~|~
S,70209N,,702101C029699,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,619.99,0,XF,R,U,,2,DMZ4P31|~|~|~|~
S,70209N,,702101C040636,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: D530C HP",0,0,1,0,,,,EA,900,0,JY,R,U,,2,USW33806K3|~|~|~|~
S,70209N,,702101C058486,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: EON E90",0,0,1,0,,,,EA,395.67,0,JY,R,U,,2,7045B2057|~|~|~|~
S,70209N,,702101C077292,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,2,0,,,,EA,962.59,0,JY,R,U,,2,BP7YV61|~|~|~|~
S,70209N,,702101C077292,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,962.59,0,JY,R,U,,2,FT6YV61|~|~|~|~
S,70209N,,702101C123093,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,2,0,,,,EA,808.75,0,JY,R,U,,2,3L8ZTK1|~|~|~|~
S,70209N,,702101C123093,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,808.75,0,JY,R,U,,2,6L8ZTK1|~|~|~|~
S,70209N,,702101C132034,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: PRECISIO",0,0,1,0,,,,EA,2112,0,JY,R,U,,2,3D837H1|~|~|~|~
S,70209N,,702101C134004,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,2,0,,,,EA,544,0,JY,R,U,,2,6R2J5M1|~|~|~|~
S,70209N,,702101C134004,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,544,0,JY,R,U,,2,CBJM5M1|~|~|~|~
S,70209N,,702101C163616,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: PRECISIO",0,0,2,0,,,,EA,11341.92,0,JY,R,U,,2,1M4YCH1|~|~|~|~
S,70209N,,702101C163616,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: PRECISIO",0,0,0,0,,,,EA,11341.92,0,JY,R,U,,2,3M4YCH1|~|~|~|~
S,70209N,,702101C178331,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,4,0,,,,EA,1237,0,JY,R,U,,2,CG42BZ1|~|~|~|~
S,70209N,,702101C178331,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,1237,0,JY,R,U,,2,CG43BZ1|~|~|~|~
S,70209N,,702101C178331,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,1237,0,JY,R,U,,2,CG51BZ1|~|~|~|~
S,70209N,,702101C178331,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,1237,0,JY,R,U,,2,CG52BZ1|~|~|~|~
S,70209N,,702501C134629,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,2,0,,,,EA,798,0,JY,R,U,,2,1M75CK1|~|~|~|~
S,70209N,,702501C134629,9,3,,,W8BTA1,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,798,0,JY,R,U,,2,1M76CK1|~|~|~|~
S,70209N,,701001C070354,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: GTX 755",0,159,2,0,,,,EA,866.91,0,JX,R,U,,2,56RPXD1|~|~|~|~
S,70209N,,701001C070354,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: GTX 755",0,0,0,0,,,,EA,866.91,0,JX,R,U,,2,76RPXD1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,55,0,,,,EA,873.69,0,JY,R,U,,2,18ZBBK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,1FQ8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,1GK8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,1Z09BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,2FQ8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,2GK8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,2Z09BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,38ZBBK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,3FQ8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,3GK8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,3Z09BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,48ZBBK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,4FQ8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,4GK8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,4Z09BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,58ZBBK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,5FQ8BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,5Z09BK1|~|~|~|~
S,70209N,,701001C116011,9,3,,,W8BTAD,"COMPUTER, PERSONAL WORKSTATION: OPTIPLEX",0,0,0,0,,,,EA,873.69,0,JY,R,U,,2,68ZBBK1|~|~|~|~
